clean_date,hour,pm 2.5 (Plume AQI),pm 10 (Plume AQI)
2020-05-16,4,15.7,32.0
2020-05-16,5,13.2,26.0
2020-05-16,6,13.8,28.5
2020-05-16,7,14.6,34.0
2020-05-16,8,15.7,35.2
2020-05-16,9,14.8,34.5
2020-05-16,10,14.2,34.3
2020-05-16,11,12.4,30.3
2020-05-16,12,13.5,31.2
2020-05-16,13,13.4,31.4
2020-05-16,14,13.6,33.1
2020-05-16,15,13.8,30.4
2020-05-16,16,12.7,29.6
2020-05-16,17,12.3,27.7
2020-05-16,18,13.1,30.4
2020-05-16,19,12.6,27.8
2020-05-16,20,13.0,28.4
2020-05-16,21,13.1,27.9
2020-05-16,22,12.4,26.2
2020-05-16,23,14.3,30.8
2020-05-17,0,14.4,30.4
2020-05-17,1,14.0,30.6
2020-05-17,2,14.6,34.7
2020-05-17,3,14.9,36.4
2020-05-17,4,14.1,34.1
2020-05-17,5,14.8,34.8
2020-05-17,6,13.8,33.8
2020-05-17,7,23.2,64.4
2020-05-17,8,24.3,66.1
2020-05-17,9,23.4,65.0
2020-05-17,10,21.5,59.0
2020-05-17,11,22.6,60.5
2020-05-17,12,21.7,57.0
2020-05-17,13,19.2,48.3
2020-05-17,14,17.4,43.6
2020-05-17,15,16.9,40.6
2020-05-17,16,15.8,39.1
2020-05-17,17,14.1,33.8
2020-05-17,18,37.6,96.6
2020-05-17,19,27.0,71.7
2020-05-17,20,22.4,54.9
2020-05-17,21,19.6,46.8
2020-05-17,22,16.0,35.7
2020-05-17,23,14.6,34.0
2020-05-18,0,14.3,32.9
2020-05-18,1,13.6,31.0
2020-05-18,2,15.2,34.6
2020-05-18,3,14.1,32.6
2020-05-18,4,14.9,34.1
2020-05-18,5,15.3,35.7
2020-05-18,6,14.2,34.1
2020-05-18,7,13.2,30.9
2020-05-18,8,14.1,32.3
2020-05-18,9,23.9,61.7
2020-05-18,10,22.8,54.7
2020-05-18,11,20.1,45.7
2020-05-18,12,19.1,42.3
2020-05-18,13,18.9,42.4
2020-05-18,14,18.4,41.3
2020-05-18,15,16.9,36.0
2020-05-18,16,16.2,35.0
2020-05-18,17,16.6,36.8
2020-05-18,18,17.2,39.4
2020-05-18,19,16.0,35.6
2020-05-18,20,16.7,37.7
2020-05-18,21,16.2,37.6
2020-05-18,22,15.0,36.4
2020-05-18,23,14.5,33.6
2020-05-19,0,13.8,31.7
2020-05-19,1,13.1,29.8
2020-05-19,2,13.2,30.0
2020-05-19,3,13.4,31.4
2020-05-19,4,13.8,31.6
2020-05-19,5,13.7,32.1
2020-05-19,6,14.0,32.2
2020-05-19,7,14.3,33.1
2020-05-19,8,14.0,32.9
2020-05-19,9,14.3,33.3
2020-05-19,10,15.4,36.0
2020-05-19,11,16.1,36.4
2020-05-19,12,16.3,35.6
2020-05-19,13,16.7,35.4
2020-05-19,14,15.8,34.7
2020-05-19,15,17.0,36.4
2020-05-19,16,16.1,35.2
2020-05-19,17,14.5,32.2
2020-05-19,18,15.1,32.5
2020-05-19,19,13.8,31.1
2020-05-19,20,12.6,27.2
2020-05-19,21,12.9,28.2
2020-05-19,22,12.0,26.6
2020-05-19,23,10.8,23.7
2020-05-20,0,11.0,24.6
2020-05-20,1,10.3,22.5
2020-05-20,2,9.9,22.8
2020-05-20,3,9.9,21.8
2020-05-20,4,9.6,22.0
2020-05-20,5,10.6,23.8
2020-05-20,6,11.0,24.5
2020-05-20,7,10.7,24.5
2020-05-20,8,11.3,26.5
2020-05-20,9,12.2,27.1
2020-05-20,10,12.0,27.5
2020-05-20,11,13.5,30.6
2020-05-20,12,13.3,30.6
2020-05-20,13,13.5,30.0
2020-05-20,14,14.8,33.5
2020-05-20,15,15.7,34.4
2020-05-20,16,16.4,38.1
2020-05-20,17,17.4,39.2
2020-05-20,18,15.4,34.9
2020-05-20,19,16.9,38.6
2020-05-20,20,16.6,36.6
2020-05-20,21,16.6,36.0
2020-05-20,22,16.3,35.4
2020-05-20,23,14.8,31.9
2020-05-21,0,12.5,28.2
2020-05-21,1,10.9,24.9
2020-05-21,2,9.8,23.1
2020-05-21,3,8.5,19.3
2020-05-21,4,8.1,19.5
2020-05-21,5,7.7,18.1
2020-05-21,6,7.0,16.6
2020-05-21,7,5.7,14.0
2020-05-21,8,5.9,14.1
2020-05-21,9,6.6,16.9
2020-05-21,10,5.9,14.4
2020-05-21,11,6.5,15.4
2020-05-21,12,6.4,15.4
2020-05-21,13,6.3,15.3
2020-05-21,14,7.6,17.8
2020-05-21,15,7.0,16.0
2020-05-21,16,7.0,16.0
2020-05-21,17,10.0,21.9
2020-05-21,18,10.3,22.1
2020-05-21,19,7.7,17.4
2020-05-21,20,6.3,14.2
2020-05-21,21,4.8,10.5
2020-05-21,22,3.8,9.2
2020-05-21,23,3.1,8.4
2020-05-22,0,2.5,6.8
2020-05-22,1,2.2,6.1
2020-05-22,2,2.6,6.8
2020-05-22,3,3.2,8.8
2020-05-22,4,2.7,7.6
2020-05-22,5,3.9,12.3
2020-05-22,6,3.5,10.5
2020-05-22,7,3.2,9.5
2020-05-22,8,3.5,10.1
2020-05-22,9,3.7,10.3
2020-05-22,10,3.5,9.4
2020-05-22,11,5.0,12.4
2020-05-22,12,5.5,13.4
2020-05-22,13,4.8,12.5
2020-05-22,14,3.9,10.0
2020-05-22,15,4.2,10.3
2020-05-22,16,4.2,10.5
2020-05-22,17,3.9,9.8
2020-05-22,18,4.1,11.2
2020-05-22,19,3.6,9.0
2020-05-22,20,3.6,9.3
2020-05-22,21,3.6,9.0
2020-05-22,22,3.6,8.9
2020-05-22,23,3.4,8.4
2020-05-23,0,3.5,8.4
2020-05-23,1,3.6,9.1
2020-05-23,2,3.0,7.8
2020-05-23,3,2.8,7.5
2020-05-23,4,2.9,7.7
2020-05-23,5,2.8,7.7
2020-05-23,6,3.2,8.9
2020-05-23,7,3.2,8.4
2020-05-23,8,3.4,9.6
2020-05-23,9,3.3,8.6
2020-05-23,10,3.6,9.0
2020-05-23,11,3.4,9.1
2020-05-23,12,3.4,8.3
2020-05-23,13,3.8,9.0
2020-05-23,14,3.6,8.7
2020-05-23,15,4.0,10.0
2020-05-23,16,3.6,9.0
2020-05-23,17,3.3,8.9
2020-05-23,18,3.8,9.5
2020-05-23,19,3.7,9.3
2020-05-23,20,4.1,9.2
2020-05-23,21,5.7,14.2
2020-05-23,22,5.3,13.0
2020-05-23,23,5.4,12.3
2020-05-24,0,4.4,10.6
2020-05-24,1,4.2,10.0
2020-05-24,2,3.4,9.0
2020-05-24,3,3.3,9.0
2020-05-24,4,3.0,7.9
2020-05-24,5,2.7,7.4
2020-05-24,6,2.8,7.2
2020-05-24,7,2.8,7.9
2020-05-24,8,3.2,8.4
2020-05-24,9,3.1,8.2
2020-05-24,10,3.0,8.0
2020-05-24,11,26.1,47.4
2020-05-24,12,62.6,106.1
2020-05-24,13,12.0,30.0
2020-05-24,14,9.5,22.5
2020-05-24,15,7.6,18.1
2020-05-24,16,6.0,15.0
2020-05-24,17,5.7,13.0
2020-05-24,18,5.2,13.0
2020-05-24,19,4.7,11.2
2020-05-24,20,4.0,10.3
2020-05-24,21,4.1,10.4
2020-05-24,22,3.6,9.2
2020-05-24,23,4.0,9.6
2020-05-25,0,4.6,11.1
2020-05-25,1,4.3,10.2
2020-05-25,2,4.3,10.7
2020-05-25,3,4.0,9.8
2020-05-25,4,3.7,9.3
2020-05-25,5,3.3,8.6
2020-05-25,6,3.8,9.9
2020-05-25,7,15.0,19.5
2020-05-25,8,20.2,38.9
2020-05-25,9,15.4,30.0
2020-05-25,10,7.9,12.9
2020-05-25,11,14.6,12.8
2020-05-25,12,13.0,12.2
2020-05-25,13,11.9,12.6
2020-05-25,14,7.9,13.4
2020-05-25,15,9.7,13.1
2020-05-25,16,12.7,12.0
2020-05-25,17,8.6,16.0
2020-05-25,18,7.2,16.6
2020-05-25,19,5.5,12.4
2020-05-25,20,5.5,12.4
2020-05-25,21,5.6,12.8
2020-05-25,22,5.1,12.1
2020-05-25,23,4.6,10.8
2020-05-26,0,4.3,10.8
2020-05-26,1,3.6,9.4
2020-05-26,2,3.5,9.1
2020-05-26,3,3.6,9.6
2020-05-26,4,3.4,8.9
2020-05-26,5,3.7,9.8
2020-05-26,6,3.6,10.0
2020-05-26,7,4.2,10.8
2020-05-26,8,4.0,10.2
2020-05-26,9,6.7,15.3
2020-05-26,10,14.6,11.3
2020-05-26,11,12.4,13.6
2020-05-26,12,10.4,15.3
2020-05-26,13,17.4,13.8
2020-05-26,14,12.9,14.5
2020-05-26,15,6.7,13.7
2020-05-26,16,5.6,12.9
2020-05-26,17,5.2,12.9
2020-05-26,18,8.8,17.0
2020-05-26,19,6.6,14.4
2020-05-26,20,4.3,10.7
2020-05-26,21,4.8,11.9
2020-05-26,22,5.4,13.0
2020-05-26,23,5.0,11.5
2020-05-27,0,5.2,12.4
2020-05-27,1,5.6,13.4
2020-05-27,2,5.0,12.3
2020-05-27,3,4.3,11.6
2020-05-27,4,5.0,13.3
2020-05-27,5,6.8,15.7
2020-05-27,6,5.6,13.9
2020-05-27,7,9.8,20.8
2020-05-27,8,19.8,16.8
2020-05-27,9,20.2,14.2
2020-05-27,10,23.4,16.5
2020-05-27,11,30.1,17.2
2020-05-27,12,25.6,15.4
2020-05-27,13,24.1,13.9
2020-05-27,14,8.6,14.4
2020-05-27,15,7.4,14.3
2020-05-27,16,6.3,13.3
2020-05-27,17,6.9,13.4
2020-05-27,18,5.1,12.4
2020-05-27,19,4.5,11.3
2020-05-27,20,4.4,11.2
2020-05-27,21,4.4,11.1
2020-05-27,22,3.8,9.9
2020-05-27,23,3.6,9.8
2020-05-28,0,3.2,8.9
2020-05-28,1,3.2,8.7
2020-05-28,2,3.9,11.2
2020-05-28,3,5.0,13.2
2020-05-28,4,4.8,12.5
2020-05-28,5,4.5,12.1
2020-05-28,6,4.7,12.2
2020-05-28,7,14.1,16.8
2020-05-28,8,22.2,15.6
2020-05-28,9,19.4,16.0
2020-05-28,10,12.5,14.0
2020-05-28,11,26.6,14.9
2020-05-28,12,10.6,15.6
2020-05-28,13,17.3,15.0
2020-05-28,14,18.7,16.9
2020-05-28,15,10.9,17.2
2020-05-28,16,8.1,16.3
2020-05-28,17,3.7,10.0
2020-05-28,18,4.3,11.0
2020-05-28,19,5.0,12.3
2020-05-28,20,5.9,13.0
2020-05-28,21,6.5,14.4
2020-05-28,22,6.1,13.6
2020-05-28,23,5.9,13.4
2020-05-29,0,5.5,13.0
2020-05-29,1,5.1,12.4
2020-05-29,2,5.1,12.2
2020-05-29,3,5.1,11.8
2020-05-29,4,5.5,12.9
2020-05-29,5,6.2,14.1
2020-05-29,6,8.4,16.8
2020-05-29,7,27.6,23.1
2020-05-29,8,31.3,17.7
2020-05-29,9,25.0,17.9
2020-05-29,10,24.2,20.9
2020-05-29,11,17.9,13.2
2020-05-29,12,26.3,25.7
2020-05-29,13,37.2,22.4
2020-05-29,14,29.3,17.7
2020-05-29,15,17.4,13.3
2020-05-29,16,10.9,15.3
2020-05-29,17,17.1,17.0
2020-05-29,18,14.6,19.3
2020-05-29,19,5.6,12.2
2020-05-29,20,9.0,15.6
2020-05-29,21,9.1,16.6
2020-05-29,22,9.3,17.4
2020-05-29,23,10.1,18.4
2020-05-30,0,10.5,20.8
2020-05-30,1,8.9,16.8
2020-05-30,2,10.0,22.5
2020-05-30,3,8.6,16.3
2020-05-30,4,8.2,16.7
2020-05-30,5,8.5,18.2
2020-05-30,6,7.5,16.2
2020-05-30,7,7.0,14.7
2020-05-30,8,6.2,13.8
2020-05-30,9,18.7,23.0
2020-05-30,10,11.0,14.4
2020-05-30,11,33.7,27.8
2020-05-30,12,10.4,17.2
2020-05-30,13,6.8,13.8
2020-05-30,14,6.4,13.7
2020-05-30,15,7.1,14.9
2020-05-30,16,6.4,14.5
2020-05-30,17,6.8,14.7
2020-05-30,18,7.0,14.4
2020-05-30,19,7.3,15.0
2020-05-30,20,7.4,14.7
2020-05-30,21,7.9,14.9
2020-05-30,22,8.7,16.6
2020-05-30,23,8.4,16.6
2020-05-31,0,8.3,15.8
2020-05-31,1,8.3,15.5
2020-05-31,2,8.4,16.8
2020-05-31,3,8.8,15.1
2020-05-31,4,9.1,16.1
2020-05-31,5,9.0,18.6
2020-05-31,6,9.8,18.1
2020-05-31,7,9.8,18.4
2020-05-31,8,8.5,16.5
2020-05-31,9,9.1,16.6
2020-05-31,10,8.8,16.2
2020-05-31,11,8.8,17.1
2020-05-31,12,8.0,16.3
2020-05-31,13,8.7,16.3
2020-05-31,14,8.2,16.4
2020-05-31,15,7.4,14.7
2020-05-31,16,7.8,17.0
2020-05-31,17,7.2,16.2
2020-05-31,18,6.7,13.9
2020-05-31,19,7.4,15.6
2020-05-31,20,6.3,13.4
2020-05-31,21,7.2,14.9
2020-05-31,22,8.6,17.1
2020-05-31,23,8.9,16.7
2020-06-01,0,8.4,16.0
2020-06-01,1,8.0,15.6
2020-06-01,2,7.8,16.3
2020-06-01,3,6.6,14.4
2020-06-01,4,7.4,15.7
2020-06-01,5,6.5,14.4
2020-06-01,6,7.4,16.8
2020-06-01,7,15.0,19.0
2020-06-01,8,27.4,15.4
2020-06-01,9,25.0,15.4
2020-06-01,10,22.8,15.6
2020-06-01,11,4.9,11.9
2020-06-01,12,9.4,15.0
2020-06-01,13,24.8,15.7
2020-06-01,14,29.8,17.6
2020-06-01,15,22.2,14.7
2020-06-01,16,12.5,19.8
2020-06-01,17,5.5,13.1
2020-06-01,18,5.5,13.2
2020-06-01,19,5.7,13.1
2020-06-01,20,5.8,12.8
2020-06-01,21,5.8,12.7
2020-06-01,22,6.2,13.8
2020-06-01,23,6.9,14.6
2020-06-02,0,7.2,15.2
2020-06-02,1,7.1,14.5
2020-06-02,2,7.0,14.0
2020-06-02,3,6.2,13.6
2020-06-02,4,6.8,14.4
2020-06-02,5,6.7,14.6
2020-06-02,6,6.2,13.1
2020-06-02,7,6.2,13.6
2020-06-02,8,12.3,19.5
2020-06-02,9,32.6,20.5
2020-06-02,10,32.0,18.7
2020-06-02,11,18.8,14.3
2020-06-02,12,23.8,16.0
2020-06-02,13,30.1,17.5
2020-06-02,14,34.8,19.9
2020-06-02,15,24.5,13.9
2020-06-02,16,13.3,12.4
2020-06-02,17,10.6,15.6
2020-06-02,18,9.7,18.9
2020-06-02,19,8.5,15.0
2020-06-02,20,8.2,14.5
2020-06-02,21,7.8,13.9
2020-06-02,22,7.1,13.7
2020-06-02,23,7.0,13.6
2020-06-03,0,6.5,13.5
2020-06-03,1,6.4,13.2
2020-06-03,2,6.7,14.6
2020-06-03,3,6.5,14.0
2020-06-03,4,6.5,14.3
2020-06-03,5,6.2,14.0
2020-06-03,6,7.8,16.5
2020-06-03,7,11.2,18.9
2020-06-03,8,10.6,15.0
2020-06-03,9,18.7,14.2
2020-06-03,10,15.8,13.5
2020-06-03,11,17.3,10.6
2020-06-03,12,13.9,14.0
2020-06-03,13,20.3,12.9
2020-06-03,14,25.2,14.8
2020-06-03,15,33.1,18.2
2020-06-03,16,35.7,19.5
2020-06-03,17,39.7,22.4
2020-06-03,18,19.0,22.8
2020-06-03,19,7.8,19.7
2020-06-03,20,8.5,21.3
2020-06-03,21,8.8,21.8
2020-06-03,22,7.9,16.5
2020-06-03,23,9.9,21.4
2020-06-04,0,9.1,16.7
2020-06-04,1,9.1,17.0
2020-06-04,2,10.3,18.6
2020-06-04,3,11.2,18.3
2020-06-04,4,10.9,17.5
2020-06-04,5,10.0,17.9
2020-06-04,6,9.3,16.3
2020-06-04,7,14.0,26.1
2020-06-04,8,28.4,27.1
2020-06-04,9,24.7,19.9
2020-06-04,10,29.3,17.9
2020-06-04,11,32.8,18.4
2020-06-04,12,30.7,19.6
2020-06-04,13,30.7,18.8
2020-06-04,14,37.6,20.3
2020-06-04,15,22.4,16.2
2020-06-04,16,21.0,16.4
2020-06-04,17,22.5,25.4
2020-06-04,18,14.2,20.8
2020-06-04,19,7.4,16.2
2020-06-04,20,7.1,15.0
2020-06-04,21,7.4,15.6
2020-06-04,22,7.4,15.6
2020-06-04,23,6.8,14.2
2020-06-05,0,7.5,16.2
2020-06-05,1,9.6,18.6
2020-06-05,2,10.1,20.5
2020-06-05,3,9.9,19.8
2020-06-05,4,9.8,20.3
2020-06-05,5,11.1,22.6
2020-06-05,6,10.9,23.7
2020-06-05,7,17.0,30.4
2020-06-05,8,12.6,20.8
2020-06-05,9,32.0,25.5
2020-06-05,10,11.2,16.9
2020-06-05,11,21.9,18.0
2020-06-05,12,17.5,14.0
2020-06-05,13,20.2,13.4
2020-06-05,14,28.1,17.3
2020-06-05,15,21.4,19.0
2020-06-05,16,10.8,18.3
2020-06-05,17,25.1,48.0
2020-06-05,18,29.2,59.0
2020-06-05,19,28.6,51.6
2020-06-05,20,24.7,40.8
2020-06-05,21,47.3,37.1
2020-06-05,22,44.3,36.9
2020-06-05,23,35.5,25.1
2020-06-06,0,30.3,21.6
2020-06-06,1,25.6,20.1
2020-06-06,2,21.7,20.8
2020-06-06,3,20.6,20.2
2020-06-06,4,18.0,22.2
2020-06-06,5,14.9,23.3
2020-06-06,6,30.4,49.5
2020-06-06,7,25.1,66.6
2020-06-06,8,23.0,60.0
2020-06-06,9,18.4,47.1
2020-06-06,10,25.9,68.8
2020-06-06,11,24.7,61.7
2020-06-06,12,29.0,70.0
2020-06-06,13,28.4,75.6
2020-06-06,14,26.7,79.2
2020-06-06,15,25.7,77.6
2020-06-06,16,29.9,82.2
2020-06-06,17,32.7,78.2
2020-06-06,18,16.6,36.6
2020-06-06,19,18.4,31.8
2020-06-06,20,31.3,38.9
2020-06-06,21,20.2,28.0
2020-06-06,22,27.8,31.8
2020-06-06,23,24.1,25.4
2020-06-07,0,20.0,22.2
2020-06-07,1,17.3,24.0
2020-06-07,2,14.3,23.4
2020-06-07,3,12.8,23.6
2020-06-07,4,11.1,22.3
2020-06-07,5,11.7,26.0
2020-06-07,6,18.9,35.0
2020-06-07,7,21.5,39.5
2020-06-07,8,15.7,26.7
2020-06-07,9,40.2,66.3
2020-06-07,10,32.3,76.6
2020-06-07,11,9.1,19.4
2020-06-07,12,9.6,21.0
2020-06-07,13,14.5,16.0
2020-06-07,14,6.6,15.0
2020-06-07,15,6.2,14.4
2020-06-07,16,9.9,19.5
2020-06-07,17,22.1,55.0
2020-06-07,18,18.1,40.9
2020-06-07,19,14.2,31.6
2020-06-07,20,12.7,27.2
2020-06-07,21,11.1,24.5
2020-06-07,22,27.7,23.7
2020-06-07,23,22.3,19.4
2020-06-08,0,17.9,17.5
2020-06-08,1,16.0,16.7
2020-06-08,2,13.4,16.8
2020-06-08,3,11.8,17.2
2020-06-08,4,10.7,18.4
2020-06-08,5,9.6,17.8
2020-06-08,6,19.5,21.5
2020-06-08,7,16.4,24.7
2020-06-08,8,19.1,25.3
2020-06-08,9,9.6,16.3
2020-06-08,10,15.2,17.7
2020-06-08,11,11.6,19.8
2020-06-08,12,7.4,16.2
2020-06-08,13,14.2,17.3
2020-06-08,14,8.6,17.6
2020-06-08,15,7.4,16.0
2020-06-08,16,10.0,16.7
2020-06-08,17,14.9,25.7
2020-06-08,18,11.2,23.9
2020-06-08,19,10.0,20.8
2020-06-08,20,8.9,18.7
2020-06-08,21,17.4,19.1
2020-06-08,22,14.6,17.3
2020-06-08,23,12.2,20.3
2020-06-09,0,10.7,19.1
2020-06-09,1,9.6,19.6
2020-06-09,2,11.2,23.6
2020-06-09,3,16.0,34.1
2020-06-09,4,18.6,38.9
2020-06-09,5,21.2,32.9
2020-06-09,6,25.8,44.8
2020-06-09,7,11.7,18.0
2020-06-09,8,23.6,25.7
2020-06-09,9,39.1,26.6
2020-06-09,10,32.8,24.9
2020-06-09,11,35.6,26.2
2020-06-09,12,26.1,22.0
2020-06-09,13,31.2,24.2
2020-06-09,14,23.2,34.0
2020-06-09,15,23.3,32.0
2020-06-09,16,15.7,23.3
2020-06-09,17,25.0,23.9
2020-06-09,18,17.6,33.6
2020-06-09,19,14.7,33.2
2020-06-09,20,12.4,28.5
2020-06-09,21,12.0,27.9
2020-06-09,22,11.9,26.8
2020-06-09,23,12.9,27.7
2020-06-10,0,11.1,25.2
2020-06-10,1,8.5,20.0
2020-06-10,2,7.5,17.9
2020-06-10,3,7.6,18.2
2020-06-10,4,8.1,19.6
2020-06-10,5,8.1,19.4
2020-06-10,6,13.8,27.2
2020-06-10,7,11.5,30.0
2020-06-11,13,33.7,17.7
2020-06-11,14,24.6,14.7
2020-06-11,15,25.2,15.0
2020-06-11,16,20.0,13.0
2020-06-11,17,6.3,12.4
2020-06-11,18,3.4,9.2
2020-06-11,19,3.8,10.1
2020-06-11,20,3.8,10.0
2020-06-11,21,3.5,9.2
2020-06-11,22,3.3,8.9
2020-06-11,23,3.4,8.9
2020-06-12,0,3.2,8.8
2020-06-12,1,3.1,8.9
2020-06-12,2,3.1,8.4
2020-06-12,3,3.3,9.2
2020-06-12,4,3.5,9.7
2020-06-12,5,3.3,9.0
2020-06-12,6,10.5,23.4
2020-06-12,7,12.0,18.1
2020-06-12,8,28.3,17.7
2020-06-12,9,22.7,19.8
2020-06-12,10,16.1,23.3
2020-06-12,11,16.9,21.6
2020-06-12,12,16.8,25.2
2020-06-12,13,10.6,16.7
2020-06-12,14,27.6,16.1
2020-06-12,15,29.5,20.8
2020-06-12,16,8.7,14.0
2020-06-12,17,4.1,10.3
2020-06-12,18,5.9,13.7
2020-06-12,19,17.0,39.1
2020-06-12,20,17.9,39.9
2020-06-12,21,16.0,33.3
2020-06-12,22,12.5,26.5
2020-06-12,23,10.1,22.8
2020-06-13,0,8.3,18.7
2020-06-13,1,6.9,15.8
2020-06-13,2,5.5,13.1
2020-06-13,3,4.9,11.6
2020-06-13,4,4.6,11.4
2020-06-13,5,5.1,12.5
2020-06-13,6,4.5,11.2
2020-06-13,7,4.4,10.1
2020-06-13,8,4.2,10.5
2020-06-13,9,4.0,10.0
2020-06-13,10,5.6,13.6
2020-06-13,11,6.8,15.8
2020-06-13,12,6.5,15.0
2020-06-13,13,5.5,12.3
2020-06-13,14,5.8,12.4
2020-06-13,15,6.5,14.1
2020-06-13,16,6.1,13.5
2020-06-13,17,6.1,13.6
2020-06-13,18,6.8,14.7
2020-06-13,19,7.2,14.2
2020-06-13,20,7.2,14.0
2020-06-13,21,7.6,15.2
2020-06-13,22,7.7,16.6
2020-06-13,23,5.6,13.0
2020-06-14,0,6.6,13.9
2020-06-14,1,5.7,13.1
2020-06-14,2,5.6,12.7
2020-06-14,3,5.9,13.0
2020-06-14,4,5.5,12.5
2020-06-14,5,5.5,13.0
2020-06-14,6,5.9,14.0
2020-06-14,7,5.4,11.9
2020-06-14,8,5.5,12.4
2020-06-14,9,7.5,16.6
2020-06-14,10,8.8,19.4
2020-06-14,11,8.4,18.2
2020-06-14,12,7.8,16.7
2020-06-14,13,8.4,17.8
2020-06-14,14,8.5,17.1
2020-06-14,15,8.2,16.6
2020-06-14,16,6.5,14.1
2020-06-14,17,8.5,18.6
2020-06-14,18,9.9,21.8
2020-06-14,19,9.9,21.8
2020-06-14,20,10.0,23.8
2020-06-14,21,10.4,25.5
2020-06-14,22,10.5,24.5
2020-06-14,23,10.4,23.9
2020-06-15,0,10.3,24.8
2020-06-15,1,10.4,25.0
2020-06-15,2,10.3,24.4
2020-06-15,3,9.1,23.4
2020-06-15,4,9.6,24.3
2020-06-15,5,8.6,20.9
2020-06-15,6,7.4,17.9
2020-06-15,7,13.5,22.2
2020-06-15,8,18.4,20.7
2020-06-15,9,22.0,15.3
2020-06-15,10,23.6,19.1
2020-06-15,11,22.0,22.2
2020-06-15,12,24.3,28.0
2020-06-15,13,24.9,26.3
2020-06-15,14,34.4,28.1
2020-06-15,15,29.7,21.9
2020-06-15,16,19.9,23.9
2020-06-15,17,23.4,35.5
2020-06-15,18,45.2,37.8
2020-06-15,19,10.4,24.9
2020-06-15,20,8.9,20.7
2020-06-15,21,9.0,20.8
2020-06-15,22,7.5,18.4
2020-06-15,23,7.3,17.5
2020-06-16,0,7.1,17.8
2020-06-16,1,6.6,16.6
2020-06-16,2,6.3,16.0
2020-06-16,3,6.2,16.0
2020-06-16,4,6.4,16.4
2020-06-16,5,6.8,17.5
2020-06-16,6,6.2,15.3
2020-06-16,7,5.6,14.0
2020-06-16,8,14.6,23.5
2020-06-16,9,8.8,22.8
2020-06-16,10,27.9,19.2
2020-06-16,11,13.4,14.0
2020-06-16,12,18.6,15.6
2020-06-16,13,28.7,16.4
2020-06-16,14,26.8,22.1
2020-06-16,15,23.3,16.5
2020-06-16,16,20.8,17.2
2020-06-16,17,24.3,17.8
2020-06-16,18,17.4,22.7
2020-06-16,19,11.9,21.8
2020-06-16,20,27.2,25.1
2020-06-16,21,6.2,14.4
2020-06-16,22,7.5,13.0
2020-06-16,23,6.6,14.5
2020-06-17,0,4.8,10.8
2020-06-17,1,4.3,10.4
2020-06-17,2,3.4,8.4
2020-06-17,3,3.0,7.8
2020-06-17,4,3.5,8.8
2020-06-17,5,27.6,25.8
2020-06-17,6,9.1,23.9
2020-06-17,7,8.2,13.9
2020-06-17,8,13.6,13.6
2020-06-17,9,13.0,14.1
2020-06-17,10,29.5,38.8
2020-06-17,11,25.8,32.7
2020-06-17,12,39.5,39.8
2020-06-17,13,20.0,32.4
2020-06-17,14,38.9,48.8
2020-06-17,15,36.8,35.6
2020-06-17,16,26.3,34.5
2020-06-17,17,30.6,32.9
2020-06-17,18,3.9,10.4
2020-06-17,19,3.4,8.3
2020-06-17,20,3.0,7.2
2020-06-17,21,2.4,6.0
2020-06-17,22,2.2,5.7
2020-06-17,23,2.2,5.3
2020-06-18,0,2.1,5.3
2020-06-18,1,2.1,5.2
2020-06-18,2,2.0,4.8
2020-06-18,3,2.1,5.2
2020-06-18,4,2.1,5.6
2020-06-18,5,8.6,17.1
2020-06-18,6,6.7,17.1
2020-06-18,7,5.7,15.4
2020-06-18,8,8.3,10.1
2020-06-18,9,9.7,11.5
2020-06-18,10,7.7,12.3
2020-06-18,11,20.2,13.1
2020-06-18,12,30.5,16.9
2020-06-18,13,34.6,19.0
2020-06-18,14,32.6,19.0
2020-06-18,15,34.0,18.2
2020-06-18,16,24.5,13.7
2020-06-18,17,6.0,12.5
2020-06-18,18,5.4,11.8
2020-06-18,19,6.0,13.2
2020-06-18,20,6.5,13.9
2020-06-18,21,6.1,13.0
2020-06-18,22,5.8,13.8
2020-06-18,23,5.5,12.2
2020-06-19,0,5.6,12.8
2020-06-19,1,4.7,11.2
2020-06-19,2,4.4,10.7
2020-06-19,3,4.4,10.6
2020-06-19,4,4.3,10.5
2020-06-19,5,5.2,13.1
2020-06-19,6,12.6,30.4
2020-06-19,7,11.7,20.0
2020-06-19,8,17.8,13.2
2020-06-19,9,21.4,13.4
2020-06-19,10,28.5,16.4
2020-06-19,11,28.9,17.5
2020-06-19,12,19.0,14.1
2020-06-19,13,10.7,13.3
2020-06-19,14,7.1,13.8
2020-06-19,15,9.0,13.8
2020-06-19,16,26.0,17.8
2020-06-19,17,8.0,15.3
2020-06-19,18,6.8,14.9
2020-06-19,19,13.6,32.2
2020-06-19,20,11.8,26.7
2020-06-19,21,7.5,16.0
2020-06-19,22,5.2,11.6
2020-06-19,23,5.2,11.3
2020-06-20,0,4.6,10.5
2020-06-20,1,4.3,9.7
2020-06-20,2,4.8,10.8
2020-06-20,3,4.7,10.4
2020-06-20,4,4.5,10.4
2020-06-20,5,4.9,10.9
2020-06-20,6,5.4,12.9
2020-06-20,7,5.4,13.1
2020-06-20,8,6.4,14.2
2020-06-20,9,5.2,12.2
2020-06-20,10,13.1,19.5
2020-06-20,11,15.3,15.6
2020-06-20,12,10.5,20.8
2020-06-20,13,6.0,15.5
